,code,dealerId,name,url,regionId,state,lat,long,
42221,42221,42221,Toyota of Plano,https://www.toyotaofplano.com,60,TX,33.082152,-96.848986,0
42228,42228,42228,Toyota of Killeen,https://www.toyotaofkilleen.com,60,TX,31.081536,-97.698143,0
42234,42234,42234,Gullo Toyota of Conroe,https://www.gullotoyota.com,60,TX,30.30089,-95.467635,0
,42236,42236,Charles Maund Toyota,https://www.charlesmaundtoyota.com,60,TX,30.357687,-97.716387,-42236
42241,42241,42241,Universal Toyota,https://www.universaltoyota.com,60,TX,29.54854,-98.362033,0
42242,42242,42242,Classic Toyota,https://www.classictoyotatyler.com,60,TX,32.304473,-95.321474,0
42250,42250,42250,Gulf Coast Toyota,https://www.gulfcoasttoyota.com,60,TX,29.1999,-95.4509,0
42253,42253,42253,Freeman Toyota,https://www.freemantoyota.com,60,TX,32.811935,-97.207224,0
42254,42254,42254,Toyota of Del Rio,https://www.toyotaofdelrio.com,60,TX,29.406102,-100.904097,0
42255,42255,42255,Silsbee Toyota,https://www.silsbeetoyota.com,60,TX,30.339317,-94.153767,0
42259,42259,42259,Loving Toyota,https://www.lovingtoyota.com,60,TX,31.322765,-94.694835,0
42262,42262,42262,AutoNation Toyota South Austin,https://www.autonationtoyotasouthaustin.com,60,TX,30.207361,-97.757719,0
42264,42264,42264,Gene Messer Toyota,https://www.genemessertoyota.com,60,TX,33.578674,-101.949217,0
42268,42268,42268,Texas Toyota of Grapevine,https://www.toyotaofgrapevine.com,60,TX,32.924339,-97.06938,0
42270,42270,42270,Joe Myers Toyota,https://www.joemyerstoyota.com,60,TX,29.904532,-95.603264,0
42271,42271,42271,AutoNation Toyota Gulf Freeway,https://www.autonationtoyotagulffreeway.com,60,TX,29.623113,-95.222515,0
42273,42273,42273,Sterling McCall Toyota Fort Bend,https://www.sterlingmccalltoyotafortbend.com,60,TX,29.5591,-95.6948,0
42275,42275,42275,Philpott Toyota,https://www.philpotttoyota.com,60,TX,29.96933,-94.023123,0
42278,42278,42278,Toyota of Dallas,https://www.toyotaofdallas.com,60,TX,32.908279,-96.889419,0
42282,42282,42282,Fred Haas Toyota Country,https://www.fredhaastoyotacountry.com,60,TX,30.007383,-95.588,0
42283,42283,42283,AutoNation Toyota Corpus Christi,https://www.autonationtoyotacorpuschristi.com,60,TX,27.699101,-97.350669,0
42284,42284,42284,Don McGill Toyota of Katy,https://www.toyotaofkaty.com,60,TX,29.7841,-95.7425,0
42286,42286,42286,Vandergriff Toyota,https://www.vandergrifftoyota.com,60,TX,32.67675,-97.120035,0
42289,42289,42289,Cecil Atkission Toyota,https://www.ceciltoyota.com,60,TX,30.1223,-93.7575,0
42290,42290,42290,Lithia Toyota of Odessa,https://www.odessatoyota.com,60,TX,31.901575,-102.336108,0
42291,42291,42291,Community Toyota,https://www.communitytoyota.com,60,TX,29.804387,-94.989061,0
42292,42292,42292,Lithia Toyota of Abilene,https://www.toyotaabilene.com,60,TX,32.407797,-99.781475,0
42295,42295,42295,Pat Lobb Toyota of McKinney,https://www.toyotaofmckinney.com,60,TX,33.167315,-96.643216,0
42296,42296,42296,Cowboy Toyota,https://www.cowboytoyota.com,60,TX,32.799284,-96.681047,0
42298,42298,42298,Round Rock Toyota,https://www.roundrocktoyota.com,60,TX,30.53407,-97.69082,0
42299,42299,42299,Bruner Toyota,https://www.brunertoyota.com,60,TX,31.736842,-98.964271,0
42302,42302,42302,Toyota of Rockwall,https://www.toyotaofrockwall.com,60,TX,32.9112,-96.44628,0
42304,42304,42304,Mike Shaw Toyota,https://www.mikeshawtoyota.com,60,TX,27.841286,-97.631672,0
42305,42305,42305,Vic Vaughan Toyota of Boerne,https://www.vicvaughantoyotaofboerne.com,60,TX,29.751035,-98.702137,0
42309,42309,42309,Toyota of Midland,https://www.toyotaofmidland.com,60,TX,31.989633,-102.150182,0
42311,42311,42311,Classic Toyota Galveston,https://www.classictoyotagalveston.com,60,TX,29.28666,-94.85887,0
42312,42312,42312,Lost Pines Toyota,https://www.lostpinestoyota.com,60,TX,30.109985,-97.357753,0
42313,42313,42313,Toyota of Victoria,https://www.toyotaofvictoria.com,60,TX,28.849355,-96.99702,0
42315,42315,42315,Bryan College Station Toyota,https://www.bcstoyota.com,60,TX,30.667535,-96.330487,0
42316,42316,42316,Huntsville Toyota,https://www.huntsvilletoyotapm.com,60,TX,30.68512,-95.537602,0
42320,42320,42320,Lone Star Toyota of Lewisville,https://www.lonestartoyotalewisville.com,60,TX,33.02126,-96.98711,0
42321,42321,42321,Keating Toyota,https://www.keatingtoyota.com,60,TX,29.497519,-95.389287,0
42322,42322,42322,Toyota of Pharr,https://www.toyotaofpharr.com,60,TX,26.199688,-98.20042,0
42323,42323,42323,Toyota of Denton,https://www.toyotaofdenton.com,60,TX,33.166383,-97.083054,0
42324,42324,42324,Bert Ogden Toyota of Harlingen,https://www.bertogdentoyota.com,60,TX,26.184746,-97.7786,0
42325,42325,42325,Palestine Toyota,https://www.palestinetoyota.com,60,TX,31.732877,-95.62258,0
42327,42327,42327,Family Toyota of Burleson,https://www.familytoyotaofburleson.com,60,TX,32.526111,-97.307658,0
42329,42329,42329,South Toyota,https://www.southtoyotapm.com,60,TX,32.645554,-96.860383,0
42336,42336,42336,Mac Haik Toyota,https://www.machaiktoyota.com,60,TX,29.4873,-95.104,0
42338,42338,42338,Brownsville Toyota,https://www.brownsvilletoyota.com,60,TX,26.00356,-97.528424,0
42339,42339,42339,Classic Toyota of Texoma,https://www.classictoyotatexoma.com,60,TX,33.774142,-96.582528,0
42342,42342,42342,North Park Toyota of San Antonio,https://www.northparktoyota.com,60,TX,29.315943,-98.612196,0
42343,42343,42343,Family Toyota of Arlington,https://www.familytoyotaofarlington.com,60,TX,32.760693,-97.085869,0
42344,42344,42344,Toyota of Cedar Park,https://www.toyotaofcedarpark.com,60,TX,30.543361,-97.815361,0
42345,42345,42345,Poe Toyota,https://www.poetoyota.com,60,TX,31.7877,-106.4061,0
42346,42346,42346,Longo Toyota of Prosper,https://www.longotoyotaofprosper.com,60,TX,33.220539,-96.833488,0
42347,42347,42347,Toyota of Fort Worth,https://www.toyotaoffortworth.com,60,TX,32.723533,-97.474485,0
42348,42348,42348,Shapen Toyota,https://www.shapentoyota.com,60,TX,32.498099,-94.358257,0
42352,42352,42352,Toyota of Longview,https://www.toyotaoflongview.com,60,TX,32.530617,-94.773354,0
42392,42392,42392,Country Toyota,https://www.countrytoyotapampa.com,60,TX,35.541471,-100.97263,0
42402,42402,42402,Shottenkirk Toyota Weatherford,https://www.shottenkirktoyotaweatherford.com,60,TX,32.757132,-97.699978,0
42403,42403,42403,Shottenkirk Toyota Granbury,https://www.shottenkirktoyotagranbury.com,60,TX,32.46996,-97.704721,0
42404,42404,42404,Toyota of Paris,https://www.toyotaofparistx.com,60,TX,33.672811,-95.516097,0
42405,42405,42405,Toyota of Mt. Pleasant,https://www.toyotaofmtpleasant.com,60,TX,33.170708,-95.002473,0
42406,42406,42406,Toyota of Wichita Falls,https://www.toyotaofwf.com,60,TX,33.89283,-98.483623,0
42407,42407,42407,San Marcos Toyota,https://www.sanmarcostoyota.com,60,TX,29.815615,-97.997752,0
42408,42408,42408,John Eagle Sport City Toyota,https://www.sportcitytoyota.com,60,TX,32.862817,-96.662333,0
42409,,,,,,,,,42409
,43016,43016,Larry H. Miller Toyota Murray,https://www.larryhmillertoyota.com,15,UT,40.648736,-111.8889,-43016
43019,43019,43019,Tony Divino Toyota,https://www.tonydivinotoyota.com,15,UT,41.179142,-111.997143,0
43020,43020,43020,Mark Miller Toyota,https://www.markmillertoyota.com,15,UT,40.753305,-111.894274,0
43022,43022,43022,Karl Malone Toyota,https://www.malonetoyota.com,15,UT,40.543017,-111.8983,0
43025,43025,43025,Stephen Wade Toyota,https://www.stephenwadetoyota.com,15,UT,37.077345,-113.586613,0
43026,43026,43026,Performance Toyota Bountiful,https://www.performancetoyotabountiful.com,15,UT,40.864621,-111.894165,0
43027,43027,43027,Young Toyota,https://www.youngtoyota.com,15,UT,41.76715,-111.834445,0
43028,43028,43028,Brent Brown Toyota,https://www.brentbrowntoyota.com,15,UT,40.270575,-111.711954,0
43029,,,,,,,,,43029
44013,44013,44013,Handy Toyota,https://www.handytoyota.com,17,VT,44.843521,-73.076824,0
44014,44014,44014,Heritage Toyota,https://www.heritagetoyotacars.com,17,VT,44.428784,-73.210639,0
44016,44016,44016,White River Toyota,https://www.whiterivertoyota.com,17,VT,43.644272,-72.330095,0
44020,44020,44020,Alderman's Toyota,https://www.aldermanstoyota.com,17,VT,43.585656,-72.967415,0
44022,44022,44022,802 Toyota,https://www.802toyota.com,17,VT,44.220376,-72.563585,0
44024,44024,44024,Faith's Toyota Ford,https://www.faithstoyota.com,17,VT,43.1088,-72.4416,0
44025,44025,44025,Coggins Toyota of Bennington,https://www.cogginstoyotaofbennington.com,17,VT,42.909903,-73.220763,0
45009,45009,45009,Checkered Flag Toyota,https://toyota.checkeredflag.com,80,VA,36.847767,-76.163478,0
45013,45013,45013,McGeorge Toyota,https://www.mcgeorgetoyota.com,80,VA,37.637461,-77.553081,0
45016,45016,45016,Bill Page Toyota,https://www.billpagetoyota.com,80,VA,38.870871,-77.174385,0
45023,45023,45023,Priority Toyota Springfield,https://www.prioritytoyotaspringfield.com,80,VA,38.753369,-77.182957,0
45027,45027,45027,Jack Taylor's Alexandria Toyota,https://www.alexandriatoyota.com,80,VA,38.83936,-77.052836,0
,45030,45030,McDonough Toyota,https://www.mcdonoughtoyota.com,80,VA,38.139156,-79.04828,-45030
,45035,45035,Lustine Toyota,https://www.lustinetoyota.com,80,VA,38.642161,-77.265512,-45035
45036,45036,45036,Shelor Toyota,https://www.shelortoyota.com,80,VA,37.136254,-80.366507,0
45039,45039,45039,Pearson Toyota,https://www.pearsontoyotascion.com,80,VA,37.158597,-76.534578,0
45040,45040,45040,Miller Toyota,https://www.millertoyota.com,80,VA,38.769447,-77.492021,0
45045,45045,45045,Danville Toyota,https://www.danvilletoyota.com,80,VA,36.586434,-79.432969,0
45050,45050,45050,Koons Tysons Toyota,https://www.koonstoyotatysonscorner.com,80,VA,38.932267,-77.243883,0
45053,45053,45053,Haley Toyota,https://www.haleytoyotaofroanoke.com,80,VA,37.285418,-79.937212,0
45055,45055,45055,Ourisman Fairfax Toyota,https://www.ourismanfairfaxtoyota.com,80,VA,38.860483,-77.300183,0
45057,45057,45057,Haley Toyota of Richmond,https://www.haleytoyota.com,80,VA,37.426312,-77.624762,0
45062,45062,45062,Priority Toyota,https://www.prioritytoyota.com,80,VA,36.791416,-76.240595,0
45069,45069,45069,Koons Arlington Toyota,https://www.koonstoyotaarlington.com,80,VA,38.897098,-77.109169,0
45070,45070,45070,Steven Toyota,https://www.steventoyota.com,80,VA,38.413861,-78.899895,0
45074,45074,45074,Mechanicsville Toyota,https://www.mechanicsvilletoyota.com,80,VA,37.613363,-77.3349,0
45076,45076,45076,Casey Toyota,https://www.caseytoyota.com,80,VA,37.350595,-76.733408,0
,45077,45077,Haley Toyota of Farmville,https://www.haleytoyotafarmville.com,80,VA,37.275376,-78.399684,-45077
45079,45079,45079,Ourisman Chantilly Toyota,https://www.ourismanchantillytoyota.com,80,VA,38.904777,-77.461385,0
45080,45080,45080,First Team Toyota,https://www.firstteamtoyota.com,80,VA,36.865721,-76.415474,0
45082,45082,45082,Loyalty Toyota,https://www.loyaltytoyotarichmond.com,80,VA,37.306701,-77.394079,0
45083,45083,45083,AutoNation Toyota Leesburg,https://www.autonationtoyotaleesburg.com,80,VA,39.101158,-77.539629,0
,45084,45084,Haley Toyota of Richmond CC,https://www.haleycertified.com,80,VA,37.496,-77.5508,-45084
45085,45085,45085,Berglund Toyota,https://www.berglundtoyota.com,80,VA,37.360769,-79.18004,0
45086,45086,45086,Battlefield Toyota,https://www.battlefieldtoyota.com,80,VA,38.458019,-78.047039,0
45087,45087,45087,Nelson Toyota,https://www.toyotasbynelson.com,80,VA,36.740522,-79.95362,0
45088,45088,45088,Warrenton Toyota,https://www.warrentontoyota.com,80,VA,38.732214,-77.771966,0
45089,45089,45089,Malloy Toyota,https://www.malloytoyota.com,80,VA,39.1623,-78.182381,0
45090,45090,45090,Priority Toyota Hampton,https://www.prioritytoyotahampton.com,80,VA,37.037556,-76.406248,0
45091,45091,45091,Sheehy Toyota of Stafford,https://www.sheehytoyotastafford.com,80,VA,38.466705,-77.41115,0
45092,45092,45092,Sheehy Toyota of Fredericksburg,https://www.sheehytoyotafredericksburg.com,80,VA,38.270031,-77.49283,0
45093,45093,45093,Umansky Toyota of Charlottesville,https://www.umanskytoyota.com,80,VA,38.033282,-78.449385,0
45094,45094,45094,Gloucester Toyota,https://www.gloucestertoyota.com,80,VA,37.375566,-76.534497,0
45095,45095,45095,Hall Toyota Virginia Beach,https://www.halltoyotavirginiabeach.com,80,VA,36.848624,-76.031605,0
45096,,,,,,,,,45096
46003,46003,46003,Doxon Toyota,https://www.doxontoyota.com,13,WA,47.33815,-122.222703,0
,46008,46008,Carter Toyota,https://www.cartertoyota.com,13,WA,48.546338,-117.906554,-46008
46009,46009,46009,Rodland Toyota,https://www.rodlandtoyota.com,13,WA,47.935633,-122.219647,0
46013,46013,46013,Toyota of Olympia,https://www.toyotaofolympia.com,13,WA,46.987461,-122.92325,0
46042,46042,46042,Toyota of Puyallup,https://www.toyotaofpuyallup.com,13,WA,47.2035,-122.312883,0
,46050,46050,Michael's Toyota of Bellevue,https://www.toyotaofbellevue.com,13,WA,47.5817,-122.141452,-46050
46061,,,,,,,,,46061
46067,46067,46067,Titus-Will Toyota,https://www.tituswilltoyota.com,13,WA,47.22693,-122.46449,0
46071,46071,46071,Vancouver Toyota,https://www.vancouvertoyota.com,13,WA,45.660082,-122.567999,0
46073,46073,46073,I-5 Toyota,https://www.i-5toyota.com,13,WA,46.683222,-122.972753,0
46076,46076,46076,Burien Toyota,https://www.burientoyota.com,13,WA,47.467983,-122.334262,0
46078,46078,46078,Foothills Toyota,https://www.foothillstoyota.com,13,WA,48.44981,-122.34566,0
46080,46080,46080,Town Toyota,https://www.towntoyota.com,13,WA,47.399751,-120.27935,0
46081,46081,46081,Five Star Toyota,https://www.fivestartoyota.com,13,WA,46.967507,-123.802026,0
46086,46086,46086,Toyota of Seattle,https://www.toyotaofseattle.com,13,WA,47.585787,-122.322097,0
46087,46087,46087,Heartland Toyota,https://www.heartlandtoyota.com,13,WA,47.555795,-122.676489,0
46088,46088,46088,Toyota of Tacoma,https://www.toyotaoftacoma.com,13,WA,47.186083,-122.482817,0
46089,46089,46089,Toyota of Kirkland,https://www.toyotaofkirkland.com,13,WA,47.711752,-122.165779,0
,46090,46090,Magic Toyota,https://www.magictoyota.com,13,WA,47.8061,-122.327657,-46090
46092,46092,46092,AutoNation Toyota Spokane Valley,https://www.autonationtoyotaspokanevalley.com,13,WA,47.656648,-117.289565,0
46093,46093,46093,Dick Hannah Toyota,https://www.dickhannahtoyota.com,13,WA,46.107897,-122.883305,0
46094,46094,46094,Toyota of Lake City,https://www.toyotaoflakecity.com,13,WA,47.726283,-122.2926,0
46095,46095,46095,Bud Clary Toyota of Yakima,https://www.budclarytoyotaofyakima.com,13,WA,46.564034,-120.497337,0
46098,,,,,,,,,46098
,46099,46099,Larry H. Miller Downtown Toyota Spokane,https://www.lhmtoyotaspokane.com,13,WA,47.653682,-117.428513,-46099
46100,46100,46100,Toyota of Pullman,https://www.toyotaofpullman.com,13,WA,46.738183,-117.061781,0
46101,46101,46101,Toyota of Renton,https://www.toyotaofrenton.com,13,WA,47.474067,-122.219282,0
,46102,46102,McCurley Integrity Toyota of Walla Walla,https://www.mccurleytoyota.com,13,WA,46.078869,-118.304187,-46102
46103,,,,,,,,,46103
46104,46104,46104,Marysville Toyota,https://marysvilletoyota.com,13,WA,48.142531,-122.183359,0
46105,46105,46105,Toyota of Tri-Cities,https://www.toyotaoftricities.com,13,WA,46.226215,-119.206186,0
46106,,,,,,,,,46106
46107,,,,,,,,,46107
46108,,,,,,,,,46108
46109,,,,,,,,,46109
46110,,,,,,,,,46110
47012,47012,47012,Superior Toyota,https://www.superiortoyotawv.com,80,WV,39.268278,-81.514403,0
47013,47013,47013,Jim Robinson Toyota,https://www.robinsontoyota.net,80,WV,40.063164,-80.586254,0
47018,47018,47018,Ramey Toyota,https://www.rameytoyota.com,80,WV,37.341841,-81.125939,0
,47021,47021,Apple Valley Toyota,https://www.applevalleytoyota.com,80,WV,39.456903,-77.98679,-47021
47023,47023,47023,University Toyota,https://www.universitytoyota.com,80,WV,39.60773,-79.967852,0
47025,47025,47025,L & S Toyota of Beckley,https://www.lstoyotabeckley.com,80,WV,37.805426,-81.185166,0
47027,47027,47027,Buckhannon Toyota,https://www.buckhannontoyota.com,80,WV,38.998883,-80.25322,0
47028,47028,47028,Advantage Toyota,https://www.advantagetoyota.com,80,WV,38.415122,-82.259474,0
47029,47029,47029,Dan Cava's Toyota World,https://www.cavatoyota.com,80,WV,39.433141,-80.188289,0
47030,47030,47030,Moses Toyota,https://www.mosestoyota.com,80,WV,38.387736,-81.827321,0
47032,47032,47032,Ball Toyota of Charleston,https://www.balltoyota.com,80,WV,38.370629,-81.671648,0
47033,47033,47033,Thornhill Toyota,https://www.thornhilltoyotawv.com,80,WV,37.981765,-81.993041,0
47034,,,,,,,,,47034
48005,48005,48005,Le Mieux & Son Toyota,https://www.lemieuxtoyota.com,21,WI,44.48136,-88.071172,0
48007,48007,48007,Smart Toyota,https://www.smarttoyota.com,21,WI,43.05102,-89.48171,0
48021,48021,48021,Kari Toyota,https://www.karitoyota.com,21,WI,46.726434,-92.102988,0
48027,48027,48027,Markquart Toyota,https://www.markquarttoyota.com,21,WI,44.870127,-91.425717,0
48028,48028,48028,Kolosso Toyota,https://www.kolossotoyota.com,21,WI,44.273612,-88.451281,0
,48030,48030,Wilde Toyota,https://www.wildetoyota.com,21,WI,42.9845,-88.04776,-48030
48032,48032,48032,Don Jacobs Toyota,https://www.donjacobstoyota.com,21,WI,42.940583,-87.949823,0
48036,48036,48036,Heiser Toyota,https://www.heisertoyota.com,21,WI,43.143642,-88.053221,0
48039,48039,48039,Andrew Toyota,https://www.andrewtoyota.com,21,WI,43.11941,-87.93062,0
48045,48045,48045,Hesser Toyota,https://www.hessertoyota.com,21,WI,42.722142,-89.0018,0
48046,48046,48046,Mark Toyota of Plover,https://www.marktoyota.com,21,WI,44.45289,-89.52055,0
48049,48049,48049,Russ Darrow Toyota,https://www.russdarrowtoyota.com,21,WI,43.427536,-88.220008,0
48051,48051,48051,Bergstrom Toyota,https://www.bergstromtoyota.com,21,WI,43.979294,-88.584287,0
48053,48053,48053,Ruda Chevrolet/Toyota,https://www.rudatoyota.com,21,WI,42.603242,-89.6584,0
,48055,48055,CarMax Kenosha Toyota,https://www.carmaxkenoshatoyota.com,21,WI,42.556847,-87.954419,-48055
,48058,48058,Ashland Honda Toyota,https://www.ashland-toyota.com,21,WI,46.605203,-90.856043,-48058
48059,48059,48059,Toyota of Wausau,https://www.toyotaofwausau.com,21,WI,44.998022,-89.664037,0
48060,48060,48060,Toyota of La Crosse,https://www.toyotaoflacrosse.com,21,WI,43.805287,-91.253808,0
48061,48061,48061,East Madison Toyota,https://eastmadisontoyota.com,21,WI,43.13989,-89.28968,0
,48062,48062,Racine Toyota,https://www.racinetoyota.com,21,WI,42.726366,-87.952016,-48062
48064,48064,48064,International Toyota,https://www.internationaltoyota.com,21,WI,43.756971,-87.762033,0
48065,48065,48065,Toyota of Brookfield,https://www.toyotaofbrookfield.com,21,WI,43.08565,-88.168629,0
48066,48066,48066,Rhinelander Toyota,https://www.rhinelandertoyota.com,21,WI,45.656976,-89.383027,0
48067,,,,,,,,,48067
48068,,,,,,,,,48068
48069,,,,,,,,,48069
48070,,,,,,,,,48070
,49022,49022,"Spradley Barr Motors Toyota, Inc.",https://www.spradleybarrtoyota.com,15,WY,41.13181,-104.839328,-49022
49025,49025,49025,Rock Springs Toyota,https://www.rockspringstoyota.com,15,WY,41.590307,-109.225613,0
,49026,49026,Foss Toyota,https://www.fosstoyota.com,15,WY,42.842358,-106.232918,-49026
49029,49029,49029,Fremont Toyota,https://www.fremonttoyotalander.com,15,WY,42.844429,-108.748,0
49030,49030,49030,Fremont Toyota of Sheridan,https://www.fremonttoyotasheridan.com,15,WY,44.780704,-106.942888,0
49031,49031,49031,Toyota of Laramie,https://www.toyotaoflaramie.com,15,WY,41.309167,-105.56293,0
49032,49032,49032,Yellowstone Toyota,https://www.yellowstonetoyota.com,15,WY,44.74696,-108.77475,0
49033,,,,,,,,,49033
49034,,,,,,,,,49034
50011,50011,50011,Mendenhall Toyota,https://www.mendenhalltoyota.com,13,AK,58.36115,-134.57431,0
50012,50012,50012,Kendall Toyota of Anchorage,https://www.kendalltoyotaofanchorage.com,13,AK,61.157755,-149.865692,0
50013,50013,50013,Kendall Toyota of Fairbanks,https://www.kendalltoyotaoffairbanks.com,13,AK,64.853266,-147.748194,0
